URLSimilarityIndex,NoOfExternalRef,LineOfCode,NoOfSelfRef,NoOfImage,NoOfJS,HasSocialNet,NoOfCSS,HasCopyrightInfo,IsHTTPS,LargestLineLength,HasDescription,label
0,2,198,0,0,0,0,0,0,1,869,0,0
1,103,3246,283,40,31,1,4,1,1,3083,1,1
0,2,16,0,0,0,0,0,0,1,110,0,0
1,126,1561,1,59,21,0,28,1,1,703,1,1
1,31,5883,109,70,54,1,12,1,1,65369,1,1
1,19,625,15,20,17,1,3,1,1,280,1,1
1,106,2542,108,22,45,1,35,1,1,15092,0,1
1,223,1563,227,32,11,1,4,1,1,8121,1,1
0,0,3,0,0,0,0,0,0,1,363,0,0
0,0,2,0,0,0,0,0,0,0,40,0,0
1,53,1145,168,32,16,1,7,1,1,1505,1,1
1,9,4277,44,55,4,1,3,1,1,11838,0,1
0,1,68,0,0,0,0,0,0,1,80,0,0
1,26,651,74,4,35,1,4,1,1,10373,1,1
1,172,1167,141,27,25,1,16,1,1,5773,1,1
0,3,81,2,0,0,0,0,0,1,3909,0,0
1,16,1487,104,24,7,1,2,1,1,26914,0,1
1,18,349,0,22,3,1,2,1,1,1415,1,1
1,26,1181,227,83,15,0,2,0,1,6269,0,1
0,0,20,0,0,0,0,0,0,0,210,0,0
1,7,735,62,10,22,1,3,0,1,3293,1,1
0,0,11,0,0,0,0,0,0,1,83,0,0
1,175,1487,167,11,10,1,12,1,1,8047,0,1
1,129,4882,105,3,17,0,16,1,1,760,1,1
0,2,198,0,0,0,0,0,0,1,869,0,0
1,49,1270,225,13,11,1,4,1,1,794,1,1
1,8,374,31,5,8,0,1,1,1,1898,0,1
1,6,261,30,6,15,1,4,1,1,415,1,1
0,0,20,0,0,0,0,0,0,0,209,0,0
1,69,3984,45,37,11,1,9,0,1,5066,1,1
1,6,612,5,2,15,0,1,1,1,737,1,1
1,26,7793,362,79,42,1,5,1,1,17340,1,1
1,15,3224,134,271,22,1,3,1,1,32028,1,1
1,64,402,24,25,1,0,3,1,1,390,1,1
0,0,83,1,0,0,0,0,0,0,117,0,0
1,94,417,75,31,2,1,3,1,1,976,1,1
1,22,643,97,28,6,1,2,1,1,920,0,1
1,105,1513,29,9,38,1,16,1,1,1023,0,1
1,41,1900,163,17,15,1,7,1,1,386,1,1
1,921,2534,897,39,19,1,10,1,1,9381,1,1
1,39,1897,66,63,8,1,3,1,1,736,1,1
1,78,8417,75,23,5,1,5,1,1,16889,0,1
1,278,452,279,3,7,0,3,1,1,1177,1,1
1,16,696,29,18,5,1,3,1,1,399,1,1
1,85,7965,69,28,17,1,48,1,1,32341,0,1
0,0,8,0,0,0,0,0,0,0,41,0,0
0,0,43,1,0,2,0,0,0,0,102,0,0
0,0,2,0,0,0,0,0,0,0,56,0,0
1,1,646,0,23,5,0,9,0,1,256,1,1
1,37,634,65,18,8,1,4,0,1,1820,0,1
1,70,741,78,12,13,1,10,1,1,9381,1,1
1,20,724,0,38,16,1,9,1,1,408,1,1
1,0,9,0,0,0,0,0,0,0,50,0,0
1,39,6952,428,423,32,1,33,1,1,5535,1,1
1,8,172,34,18,5,0,6,1,1,436,0,1
0,1,9,1,0,0,0,0,0,0,76,0,0
0,0,25,0,0,4,0,0,0,0,80,0,0
1,108,2203,92,92,4,1,5,1,1,1252,0,1
1,39,137,0,3,0,1,2,1,1,633,1,1
1,129,3811,125,31,22,1,7,1,1,15758,1,1
1,229,17101,249,73,25,1,14,1,1,68646,1,1
0,0,9,0,0,0,0,0,0,0,50,0,0
1,47,2302,125,64,22,1,8,1,1,1314,1,1
1,163,3194,390,131,15,1,11,1,1,736,0,1
1,476,6355,105,123,8,0,1,1,1,4046,1,1
1,18,385,1,12,0,1,2,1,1,320,0,1
1,92,1048,80,26,29,1,14,1,1,9381,1,1
0,0,2,0,0,0,0,0,0,0,38,0,0
1,51,1333,22,7,4,0,5,1,1,1585,1,1
0,3,141,0,4,0,0,0,0,1,161,0,0
0,0,10,0,0,0,0,0,0,0,60,0,0
1,115,3002,115,13,12,0,6,1,1,1284,1,1
1,7,921,117,2,3,1,5,1,1,7046,0,1
1,18,381,43,4,17,1,10,0,1,5809,0,1
0,0,12,0,0,0,0,0,0,0,62,0,0
1,54,1841,136,32,27,1,10,1,1,9381,1,1
1,14,283,26,18,13,1,4,1,1,684,1,1
0,1,9,0,0,0,0,0,0,0,75,0,0
1,84,759,67,28,24,1,9,1,1,1820,1,1
0,1,13,0,0,0,0,0,0,1,103,0,0
1,62,5135,929,226,17,1,1,1,1,2820,1,1
1,85,479,87,37,17,1,13,1,1,4127,0,1
1,92,3098,89,24,6,1,3,1,1,21603,1,1
1,207,1609,193,26,19,1,9,1,1,8047,0,1
1,4,2297,31,4,4,0,7,1,1,1126,0,1
1,9,5187,142,38,32,1,28,1,1,595,1,1
1,20,3477,69,142,16,1,6,1,1,21879,1,1
0,1,50,0,0,0,0,0,0,1,89,1,0
1,276,4261,282,84,11,1,17,1,1,10046,0,1
1,24,1014,140,32,18,1,6,1,1,3029,0,1
1,40,1182,176,20,15,0,13,1,1,627,1,1
1,69,421,58,20,13,1,4,1,1,9381,0,1
0,0,35,0,0,1,0,0,0,1,126,0,0
0,1,9,1,0,0,0,0,0,0,69,0,0
0,0,104,0,3,0,0,0,0,1,385,0,0
1,16,785,2,11,18,1,11,1,1,693,1,1
1,68,3028,285,83,14,1,6,0,1,418,1,1
1,4,702,44,37,13,1,7,1,1,227,1,1
1,4,1285,125,54,21,1,5,0,1,1021,1,1
1,28,3777,111,23,25,1,32,1,1,2252,0,1
1,51,559,48,17,6,0,3,0,1,1560,1,1
0,1,49,1,1,2,0,0,0,0,771,0,0
1,51,2193,41,43,25,1,27,1,1,1649,1,1
1,29,1253,158,41,9,1,1,0,1,18485,0,1
0,0,2,0,0,0,0,0,0,0,56,0,0
0,0,2,0,0,0,0,0,0,0,30,0,0
1,28,1675,135,9,10,1,4,1,1,635,1,1
0,0,16,0,0,0,0,0,0,0,93,0,0
0,1,68,0,0,0,0,0,0,1,80,0,0
0,0,2,0,0,0,0,0,0,0,39,0,0
0,0,9,0,0,0,0,0,0,0,44,0,0
1,11,721,66,7,22,1,11,1,1,799,1,1
1,1,530,27,6,22,0,13,1,1,2894,1,1
1,17,2121,113,12,2,1,3,1,1,1401,1,1
1,312,1846,305,18,9,1,4,1,1,8047,0,1
0,0,11,0,0,0,0,0,0,0,192,0,0
0,1,212,1,1,0,0,0,1,0,4070,0,0
1,36,577,22,25,4,1,6,1,1,3746,1,1
1,11,2377,107,27,8,1,1,1,1,2013,1,1
1,121,778,194,76,11,1,8,1,1,721,1,1
1,52,1064,78,33,10,1,12,1,1,456,0,1
1,31,3077,72,113,15,0,7,0,1,21864,1,1
0,0,2,0,0,0,0,0,0,0,39,0,0
1,156,4016,156,201,7,1,1,1,1,21193,1,1
1,120,1545,106,27,35,1,23,1,1,9381,1,1
0,0,124,0,0,0,0,0,0,0,111,0,0
1,82,577,61,16,48,1,18,1,1,2045,1,1
1,22,866,110,18,13,1,3,1,1,1718,1,1
1,91,990,82,17,18,1,6,0,1,9381,1,1
0,0,10,0,0,0,0,0,0,0,69,0,0
0,1,2,0,0,1,0,0,0,0,2551,0,0
1,356,2601,353,101,16,1,17,1,1,1665,1,1
0,0,9,0,0,0,0,0,0,0,50,0,0
1,79,1441,127,67,13,1,5,1,1,929,1,1
1,41,778,30,25,25,0,15,1,1,379,0,1
1,105,958,97,25,37,1,28,1,1,8491,1,1
1,13,476,59,8,7,0,2,1,1,1944,1,1
1,33,536,138,22,12,1,6,0,1,486,1,1
1,8,668,0,14,13,1,13,1,1,2884,0,1
0,0,4,0,0,0,0,0,0,1,462,0,0
1,237,3022,161,10,4,0,3,0,1,39967,0,1
0,0,28,2,0,0,0,1,0,1,88,0,0
1,15,4595,140,520,17,1,2,1,1,3963,1,1
1,5,517,95,19,19,0,8,1,1,327,0,1
1,234,1267,248,49,22,1,2,1,1,948,1,1
1,218,2848,228,24,57,0,41,1,1,9385,1,1
1,458,8408,554,99,17,1,14,1,1,141524,1,1
1,677,8098,599,34,4,1,3,0,1,20028,0,1
0,0,2,0,0,0,0,0,0,0,36,0,0
1,13,195,5,7,7,0,3,0,1,325,1,1
1,38,1129,90,30,8,1,5,1,1,4121,1,1
1,27,3195,23,23,58,1,6,1,1,1798,1,1
1,73,670,70,10,13,1,3,1,1,2335,1,1
1,54,3370,61,116,33,1,8,1,1,775,1,1
1,166,1000,159,98,16,1,14,1,1,9381,0,1
1,7,1349,253,33,18,0,7,1,1,1233,1,1
1,19,737,20,52,9,1,5,0,1,617,1,1
1,20,2133,40,41,1,0,4,1,1,7209,1,1
1,159,852,158,40,13,1,4,0,1,8047,1,1
1,1,2597,12,14,11,0,13,1,1,2439,1,1
1,299,1751,319,55,45,1,34,0,1,14460,1,1
0,0,56,0,5,3,0,1,0,0,133,0,0
1,78,2766,244,76,18,1,11,1,1,21906,1,1
1,540,2227,532,23,19,1,10,1,1,1938,0,1
0,0,2,0,0,0,0,0,0,0,268,0,0
1,133,2673,12,16,7,1,10,1,1,760,1,1
1,63,588,34,25,13,1,2,1,1,952,1,1
1,255,4810,220,53,63,1,41,1,1,9381,1,1
0,0,2,0,0,0,0,0,0,1,66,0,0
1,10,736,74,10,10,0,3,0,1,568,1,1
1,204,2559,159,31,63,1,42,1,1,43571,0,1
1,7,482,12,9,10,0,7,1,1,7117,1,1
1,49,17173,375,2326,42,1,3,1,1,103219,1,1
0,0,99,0,0,3,0,1,1,1,846,0,0
1,148,734,137,14,6,0,8,0,1,9825,1,1
1,18,3626,96,71,9,0,7,1,1,474,0,1
1,407,6991,404,350,51,1,18,0,1,8047,1,1
0,1,2,0,0,0,0,0,0,0,96,0,0
0,0,38,0,0,0,0,2,0,0,135,0,0
1,12,610,47,14,11,1,2,1,1,435,1,1
1,34,402,34,17,6,1,4,1,1,1890,0,1
0,1,17,1,0,0,0,0,0,0,393,0,0
1,21,3727,105,224,13,1,2,1,1,36376,1,1
0,0,2,0,0,0,0,0,0,0,33,0,0
1,19,1090,24,39,7,1,6,1,1,1407,1,1
1,231,2447,239,17,15,1,13,1,1,10977,0,1
1,20,406,1,3,6,1,2,1,1,421,1,1
1,7,725,56,19,8,1,3,0,1,378,0,1
1,5,2109,13,4,5,1,10,1,1,3564,0,1
0,0,2,0,0,0,0,0,0,0,31,0,0
1,71,749,47,32,16,1,14,0,1,1902,1,1
1,34,510,10,11,13,1,8,1,1,119,0,1
1,61,509,51,28,12,1,5,1,1,1448,1,1
0,1,11,1,0,0,0,0,0,0,114,0,0
0,2,14,0,0,0,0,0,0,1,100,0,0
1,2,2133,25,21,12,0,9,1,1,4991,1,1
0,0,3,0,0,0,0,0,0,0,37,0,0
1,12,327,4,5,8,0,6,0,1,368,0,1
1,0,157,0,7,3,0,1,0,1,496,1,1
1,102,2068,165,56,24,1,20,1,1,13486,1,1
1,99,1129,64,27,27,0,18,0,1,1364,0,1
1,5,858,63,47,7,1,3,0,1,1493,1,1
1,160,1840,104,51,24,1,12,0,1,17420,1,1
1,24,1166,105,19,58,1,42,1,1,26900,0,1
1,321,4002,306,132,16,1,5,0,1,16587,0,1
0,1,14,0,0,0,0,0,0,0,103,0,0
1,30,2517,52,25,6,1,20,1,1,3415,1,1
1,51,481,49,20,15,1,8,1,1,8047,0,1
1,42,1559,49,10,38,1,19,1,1,9501,1,1
1,9,824,128,16,21,1,12,1,1,4759,1,1
0,0,9,0,0,0,0,0,0,0,42,0,0
1,30,2228,380,188,4,1,1,1,1,14925,1,1
1,8,1570,0,40,2,1,0,1,1,1486,1,1
1,139,2308,114,25,24,1,23,1,1,4733,0,1
1,449,4630,441,100,69,1,76,1,1,11822,1,1
1,21,3388,611,52,32,1,3,1,1,660,1,1
1,162,1102,147,19,18,1,8,1,1,1942,1,1
1,52,1307,72,40,15,1,6,1,1,9381,1,1
1,50,894,233,48,14,1,4,1,1,394,1,1
1,114,755,65,29,8,0,4,0,1,9825,0,1
1,63,1517,36,41,11,1,4,1,1,4641,0,1
0,0,2,0,0,0,0,0,0,0,37,0,0
0,0,9,0,0,0,0,0,0,0,50,0,0
0,0,2,0,0,0,0,0,0,0,28,0,0
0,1,141,0,0,0,0,0,1,1,205,0,0
1,52,397,51,4,12,0,5,1,1,946,1,1
1,227,1245,217,11,37,1,44,0,1,9381,0,1
0,1,11,1,0,0,0,0,0,0,95,0,0
1,16,4107,167,43,15,1,14,1,1,2419,1,1
1,8,3609,29,8,14,1,13,0,1,437,1,1
1,38,407,39,16,7,1,3,1,1,1958,1,1
1,22,875,69,42,5,1,9,0,1,1100,0,1
0,0,2,0,0,0,0,0,0,1,55,0,0
1,85,1604,96,21,23,1,13,1,1,4469,0,1
0,0,22,0,0,1,0,0,0,0,133,1,0
1,35,520,34,8,26,0,22,0,1,5295,0,1
0,2,90,2,0,0,0,2,0,1,394,0,0
1,36,1121,203,45,10,0,4,1,1,675,1,1
1,25,3384,76,65,43,1,4,1,1,2758,1,1
1,122,2856,111,56,43,1,43,1,1,9381,0,1
1,70,512,46,40,7,0,2,1,1,313,1,1
1,3,157,40,8,6,0,3,1,1,358,1,1
1,97,665,57,71,28,1,8,1,1,1931,1,1
1,134,964,112,24,24,1,14,1,1,9381,0,1
1,511,7651,562,193,14,1,1,1,1,8670,1,1
0,0,2,0,0,1,0,1,0,0,537,0,0
0,0,3,0,0,0,0,0,0,0,271,1,0
1,11,388,7,18,5,1,2,0,1,308,1,1
0,0,127,1,3,3,0,0,0,1,105,1,0
1,18,143,1,0,1,0,1,1,1,210,0,1
1,10,560,12,21,11,1,2,1,1,2188,0,1
1,31,1313,55,28,16,1,4,1,1,1297,0,1
1,262,4250,258,188,30,1,11,1,1,15140,1,1
1,17,1189,15,17,18,1,8,1,1,18588,0,1
1,20,1533,134,12,14,1,13,0,1,944,1,1
0,0,2,0,0,0,0,0,0,0,28,0,0
0,0,11,0,0,0,0,0,0,1,90,0,0
1,1,2592,106,23,6,0,3,1,1,21761,1,1
1,250,3014,271,74,10,1,50,1,1,11906,1,1
0,1,68,0,0,0,0,0,0,1,80,0,0
1,137,1745,127,52,22,1,18,1,1,10033,0,1
1,37,452,29,1,15,1,6,1,1,3622,1,1
0,0,9,0,0,0,0,0,0,0,50,0,0
1,22,1055,46,13,6,1,2,1,1,2540,0,1
1,467,9516,453,100,12,1,6,1,1,18196,0,1
0,1,9,0,0,0,0,0,0,0,107,0,0
1,429,1930,72,10,5,1,0,0,1,1251,1,1
1,144,1117,36,2,7,0,5,0,1,9381,0,1
0,1,49,0,0,2,0,0,0,0,771,0,0
0,3,141,0,4,0,0,0,0,1,161,0,0
1,167,821,174,20,10,0,4,1,1,2081,1,1
1,38,282,34,13,3,0,1,1,1,207,1,1
1,60,2915,330,83,30,1,7,1,1,32622,1,1
1,60,3250,344,87,8,1,5,1,1,410,1,1
1,9,256,1,14,2,1,2,1,1,671,1,1
0,0,9,0,0,0,0,0,0,1,55,0,0
0,0,2,0,0,0,0,0,0,0,50,0,0
1,20,3331,106,11,4,1,2,0,1,6579,0,1
1,21,355,0,9,3,1,4,1,1,1032,0,1
1,1,9,1,0,0,0,0,0,0,81,0,0
1,187,6201,17,158,54,1,2,1,1,43456,1,1
1,95,2007,100,21,58,0,32,1,1,9381,0,1
1,22,556,40,19,3,1,3,1,1,435,1,1
0,0,2,0,0,0,0,0,0,1,62,0,0
1,161,2221,100,23,8,1,6,1,1,8396,0,1
0,0,2,0,0,0,0,0,0,1,31,0,0
1,192,2168,146,26,30,1,1,0,1,8047,1,1
1,82,928,46,20,18,1,7,1,1,9381,1,1
0,0,2,0,0,0,0,0,0,0,32,0,0
1,8,837,21,7,2,0,30,1,1,1070,0,1
1,72,1011,64,50,46,1,20,1,1,2840,1,1
0,0,2,0,0,0,0,0,0,1,104,0,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,40,1976,37,30,11,0,5,1,1,9657,0,1
0,0,9,0,0,0,0,0,0,0,50,0,0
1,260,2527,203,114,7,0,15,1,1,8156,1,1
0,1,2,1,0,1,0,0,0,0,2826,0,0
0,2,198,0,0,0,0,0,0,1,869,0,0
0,8,129,0,5,0,0,0,0,1,412,0,0
0,0,129,3,1,1,0,0,0,1,368,0,0
1,132,4767,208,60,30,1,55,1,1,660,1,1
1,18,1569,33,20,17,1,6,1,1,15169,1,1
1,82,1072,121,34,5,1,1,0,1,2581,1,1
0,0,2,0,0,0,0,0,0,0,44,0,0
1,32,899,188,3,1,1,104,1,1,2131,0,1
0,0,2,0,0,0,0,0,0,0,75,0,0
0,0,2,0,0,0,0,0,0,1,32,0,0
0,2,198,0,0,0,0,0,0,1,869,0,0
1,11,238,11,3,20,0,20,0,1,2380,0,1
1,163,1936,199,15,15,1,7,1,1,341,1,1
1,5,180,14,6,4,0,2,0,1,695,0,1
0,0,2,0,0,0,0,0,0,0,34,0,0
1,50,954,254,52,6,1,6,1,1,995,1,1
0,0,2,0,0,0,0,0,0,0,34,0,0
0,1,7,0,1,1,0,1,0,0,3697,0,0
1,58,1007,54,9,15,0,12,1,1,9455,1,1
0,1,2,1,0,1,0,0,0,0,883,0,0
1,63,463,53,18,11,1,6,1,1,5831,0,1
1,292,9461,285,75,30,1,12,1,1,11761,1,1
1,405,13212,271,239,45,1,6,1,1,182847,1,1
1,104,1329,99,33,17,0,7,1,1,9381,1,1
1,542,3488,540,184,55,1,25,1,1,22979,1,1
1,11,1079,22,9,12,0,5,1,1,5563,0,1
0,1,9,1,0,0,0,0,0,0,95,0,0
1,46,376,43,11,9,0,5,1,1,2208,0,1
1,33,456,0,29,11,1,3,1,1,278,1,1
0,0,16,0,0,0,0,0,0,0,93,0,0
1,67,737,97,5,6,0,3,0,1,978,1,1
1,106,3842,152,41,79,1,55,1,1,38131,1,1
1,3,749,2,34,3,1,1,1,1,355,1,1
1,41,413,36,4,6,0,5,1,1,4800,1,1
1,1,11,1,0,0,0,0,0,0,79,0,0
1,25,1161,17,41,8,1,2,1,1,14759,1,1
1,204,2380,199,21,48,1,39,1,1,8047,0,1
1,70,815,81,53,12,1,2,1,1,8047,1,1
1,83,2576,170,26,46,1,40,1,1,4122,0,1
1,141,1281,169,37,32,1,22,0,1,9381,1,1
1,72,655,18,43,12,1,7,1,1,625,1,1
1,20,522,16,11,5,1,4,1,1,3964,1,1
0,1,11,0,0,0,0,0,0,0,71,0,0
1,36,2262,178,70,10,1,8,0,1,4269,1,1
0,0,2,1,1,1,0,1,0,1,648,0,0
0,0,15,0,0,0,0,0,0,1,155,0,0
1,300,8955,212,48,65,1,54,1,1,63400,1,1
0,0,6,0,0,0,0,0,0,1,433982,0,0
0,0,2,0,0,0,0,0,0,1,52,0,0
1,19,2178,123,23,18,1,6,1,1,13859,1,1
1,89,10564,9,16,14,1,28,0,1,22382,1,1
1,4,3006,156,4,4,0,1,0,1,289,1,1
0,0,2,0,0,1,0,1,0,0,537,0,0
0,1,64,3,0,8,0,2,0,1,151,1,0
0,0,3,0,0,0,0,0,0,0,40,0,0
1,130,4105,113,17,17,1,3,1,1,10787,0,1
1,114,750,104,55,14,1,4,1,1,3032,1,1
0,0,20,0,0,0,0,0,0,0,210,0,0
1,23,3839,149,19,18,1,5,0,1,33670,1,1
1,38,1478,26,7,2,0,0,1,1,1842,1,1
1,24,1545,19,19,13,1,2,1,1,15677,1,1
0,1,2,0,0,0,0,0,0,0,88,0,0
1,5,170,0,11,2,0,1,1,1,630,1,1
1,262,1075,250,20,16,1,9,1,1,1453,1,1
0,0,2,0,0,0,0,0,0,0,32,0,0
1,61,2085,50,14,38,1,76,1,1,20309,0,1
1,32,889,123,7,8,0,8,1,1,2030,0,1
1,95,1154,131,27,22,1,43,1,1,27404,1,1
1,19,2186,105,22,6,0,3,1,1,32237,1,1
1,15,1149,115,27,25,1,2,0,1,1777,1,1
1,28,457,31,14,7,0,2,1,1,2053,0,1
1,24,586,27,20,5,1,1,1,1,6153,1,1
0,0,15,0,0,0,0,0,0,1,155,0,0
1,65,493,8,22,8,1,5,1,1,338,1,1
1,9,594,6,15,6,0,3,1,1,402,0,1
1,61,2812,60,20,7,1,1,1,1,41975,1,1
1,55,1094,54,18,15,1,13,1,1,3640,1,1
0,0,3,0,0,0,0,0,0,0,162,0,0
1,60,515,0,19,21,1,16,0,1,1820,0,1
0,2,198,0,0,0,0,0,0,1,869,0,0
0,1,50,0,0,0,0,0,0,1,89,1,0
0,0,91,0,0,5,0,0,0,1,267,0,0
0,0,20,0,0,0,0,0,0,0,212,0,0
0,0,2,0,0,0,0,0,0,0,31,0,0
0,0,19,0,0,0,0,0,0,1,114,0,0
0,2,198,0,0,0,0,0,0,1,869,0,0
1,31,7680,28,21,10,1,2,1,1,14200,0,1
1,17,1557,100,19,151,1,52,1,1,10795,1,1
0,2,198,0,0,0,0,0,0,1,869,0,0
0,2,198,0,0,0,0,0,0,1,869,0,0
0,0,2,0,0,0,0,0,0,0,31,0,0
1,165,3843,138,46,46,1,50,1,1,8577,0,1
1,39,680,46,10,6,1,2,1,1,1363,0,1
0,0,127,0,0,2,0,0,0,1,1198,0,0
1,426,11514,301,112,25,1,2,1,1,24774,1,1
0,0,3,0,0,0,0,0,0,0,27,0,0
1,58,1874,294,100,18,1,9,0,1,14581,1,1
0,1,30,0,0,0,0,0,0,0,136,0,0
1,21,1123,30,11,15,1,2,1,1,14413,1,1
1,38,340,36,7,27,0,16,0,1,1711,1,1
0,0,2,0,0,0,0,0,0,0,41,0,0
1,13,357,0,5,0,1,2,1,1,485,0,1
0,0,8,0,0,0,0,0,0,1,109,0,0
1,104,691,78,90,21,1,6,1,1,730,1,1
0,4,271,1,19,9,0,3,0,1,20296,0,0
0,0,2,0,0,0,0,0,0,0,74,0,0
1,44,338,32,19,8,1,5,1,1,802,1,1
0,4,173,1,19,9,0,3,0,1,18249,0,0
0,1,68,0,0,0,0,0,0,1,80,0,0
1,6,2147,120,48,29,1,15,0,1,2241,0,1
1,63,624,60,11,16,0,37,1,1,8047,1,1
1,241,2110,240,101,39,1,22,0,1,9610,0,1
1,94,1758,141,54,39,1,35,1,1,21620,0,1
1,47,3066,129,89,44,1,2,1,1,23815,1,1
0,2,18,2,2,0,0,0,0,1,32048,0,0
1,57,1946,49,25,44,1,6,1,1,31465,1,1
1,10,781,124,5,2,1,1,1,1,2346,0,1
0,0,11,0,0,0,0,0,0,0,113,0,0
1,28,177,12,25,1,1,1,1,1,1242,0,1
1,9,852,0,33,12,1,12,1,1,200,1,1
1,7,1671,7,7,7,1,5,1,1,24218,0,1
1,10,923,32,26,10,1,11,0,1,617,1,1
1,6,2224,106,99,10,0,6,1,1,35527,1,1
1,318,6372,303,77,34,1,14,1,1,9458,1,1
1,18,525,51,18,12,1,6,1,1,1404,0,1
1,101,1042,93,29,21,1,10,1,1,9381,1,1
1,17,1052,17,29,17,1,2,1,1,539,1,1
1,24,838,36,23,16,1,6,1,1,14744,1,1
1,283,2482,270,40,35,1,34,0,1,4105,0,1
0,0,475,0,10,1,0,2,1,0,779,0,0
1,8,936,57,161,4,0,1,0,1,1201,1,1
1,27,661,45,24,12,1,6,1,1,1186,1,1
1,13,1008,54,69,14,1,3,1,1,402,1,1
1,239,2490,224,48,43,1,23,1,1,32259,0,1
1,31,531,68,36,9,1,8,1,1,1447,1,1
1,251,1593,406,90,34,1,3,1,1,6184,1,1
1,49,755,57,47,25,1,7,0,1,1820,0,1
0,0,2,0,0,0,0,0,0,1,44,0,0
0,0,2,0,0,0,0,0,0,1,50,0,0
1,30,535,36,20,12,1,9,1,1,5922,1,1
1,120,1370,103,18,7,1,7,1,1,523,1,1
1,0,2335,327,28,9,1,4,0,1,27119,0,1
1,62,603,70,44,6,1,0,1,1,364,1,1
0,0,9,0,0,0,0,0,0,0,44,0,0
1,3,444,1,4,0,0,0,1,1,197,1,1
1,28,708,56,24,4,1,11,1,1,7747,1,1
0,2,27,0,0,0,0,0,0,0,75,0,0
1,23,1956,53,1,18,1,9,1,1,1221,1,1
1,74,10304,122,32,43,1,62,1,1,7579,0,1
0,0,11,0,0,0,0,0,0,1,118,0,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,22,930,83,2,12,1,4,1,1,505,1,1
0,1,10,1,0,1,0,0,0,0,386,0,0
1,15,2643,168,25,40,1,7,1,1,2681,1,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
0,2,27,0,0,0,0,0,0,1,75,0,0
1,16,2341,47,53,17,1,3,1,1,2675,1,1
1,21,1523,6,29,28,1,17,1,1,3317,1,1
1,60,2963,232,42,20,1,18,1,1,36376,1,1
1,5,1063,152,42,9,0,8,0,1,857,1,1
1,11,2224,100,55,15,0,1,1,1,293,1,1
0,0,8,0,0,0,0,0,0,0,41,0,0
1,6,486,31,1,1,0,1,1,1,618,1,1
1,97,1185,98,26,104,1,39,1,1,3816,0,1
0,0,16,0,0,0,0,0,0,0,50,0,0
1,16,460,33,33,25,1,7,1,1,889,1,1
1,25,666,1,13,7,1,0,1,1,1202,1,1
0,0,16,0,0,0,0,0,0,0,50,0,0
0,2,203,0,3,1,0,0,0,1,1702,0,0
0,0,35,0,0,1,0,0,0,1,126,0,0
0,0,2,0,0,0,0,0,0,1,190,0,0
1,161,1180,141,23,7,1,3,1,1,5262,1,1
1,19,965,48,4,25,0,3,1,1,1302,1,1
1,25,1363,68,12,21,1,19,1,1,597,1,1
1,99,2760,78,58,27,1,8,1,1,9381,1,1
0,0,2,0,0,0,0,0,0,0,34,0,0
1,41,2102,151,131,15,1,4,1,1,13692,1,1
0,0,9,0,0,0,0,0,0,0,50,0,0
1,101,481,109,48,14,0,8,1,1,996,0,1
0,0,3,0,0,0,0,0,0,1,381,0,0
1,24,264,16,15,5,0,4,1,1,260,0,1
1,1,113,9,0,2,0,1,1,1,199,1,1
1,25,503,29,15,7,1,2,1,1,933,1,1
1,3,801,0,6,7,0,2,1,1,1908,1,1
1,490,619,491,2,2,0,1,0,1,1089,0,1
1,70,387,70,3,46,1,29,1,1,11333,0,1
1,5,828,1,19,12,1,7,1,1,256,1,1
1,11,485,2,1,0,0,1,1,1,269,1,1
1,59,507,59,1,13,0,11,1,1,9381,0,1
1,177,1394,122,17,20,1,3,1,1,4417,1,1
0,1,2,1,0,1,0,0,0,0,835,0,0
1,484,2179,483,52,9,1,4,1,1,1902,1,1
1,16,770,90,32,11,1,3,1,1,337,1,1
1,513,3919,532,99,9,1,47,1,1,1233,1,1
0,0,9,0,0,0,0,0,0,0,50,0,0
1,114,2758,99,139,72,1,54,0,1,9381,0,1
1,30,1286,57,22,13,1,2,0,1,13258,1,1
0,0,2,0,0,0,0,0,0,0,39,0,0
1,63,456,52,12,21,1,21,1,1,9698,0,1
1,11,428,7,14,8,1,3,1,1,251,1,1
1,293,10132,286,63,40,1,25,1,1,49911,1,1
0,1,13,0,0,0,0,0,0,1,73,0,0
0,0,2,0,0,0,0,0,0,0,27,0,0
1,23,467,21,10,5,1,4,0,1,8996,1,1
1,4,378,52,32,5,1,2,1,1,1942,1,1
1,15,610,27,16,19,0,7,1,1,974,1,1
1,316,4832,214,69,19,1,8,1,1,35202,0,1
1,17,861,42,39,4,1,6,1,1,8409,0,1
0,0,2,0,0,0,0,0,0,0,55,0,0
1,176,965,1,20,22,1,13,1,1,9912,0,1
1,51,1488,116,94,18,1,13,1,1,363,1,1
1,14,1283,14,1,0,0,0,1,1,2949,1,1
1,53,5596,243,73,54,1,11,1,1,24799,1,1
0,3,141,0,4,0,0,0,0,1,161,0,0
0,0,9,0,0,0,0,0,0,0,50,0,0
1,10,3221,68,53,42,1,7,1,1,9783,1,1
1,5,799,244,8,13,0,10,1,1,120,0,1
0,1,9,1,0,0,0,0,0,0,96,0,0
0,2,198,0,0,0,0,0,0,1,869,0,0
